n;id;mac;strength;ssid;zone;floor;datetime
902;4411;58:ac:78:eb:e6:ee;-68;bmstu_guest;4;2;Tue Apr 13 17:23:29 GMT+03:00 2021
903;4412;58:ac:78:eb:e6:ef;-69;bmstu_student;4;2;Tue Apr 13 17:23:29 GMT+03:00 2021
904;4413;58:ac:78:eb:e6:ed;-69;bmstu_staff;4;2;Tue Apr 13 17:23:29 GMT+03:00 2021
905;4414;14:91:82:28:40:d6;-73;;4;2;Tue Apr 13 17:23:29 GMT+03:00 2021
906;4415;16:91:82:28:40:d8;-73;;4;2;Tue Apr 13 17:23:29 GMT+03:00 2021
907;4416;40:49:0f:60:fb:f2;-75;HP-Print-F2-LaserJet Pro MFP;4;2;Tue Apr 13 17:23:29 GMT+03:00 2021
908;4417;9c:5c:8e:43:80:84;-76;ROOM_136.8;4;2;Tue Apr 13 17:23:29 GMT+03:00 2021
909;4418;cc:5d:4e:fc:9b:56;-80;ZyXEL_KEENETIC_GIGA_FC9B56;4;2;Tue Apr 13 17:23:29 GMT+03:00 2021
910;4419;00:a6:ca:5f:3f:00;-81;;4;2;Tue Apr 13 17:23:29 GMT+03:00 2021
911;4420;38:6b:1c:1d:f7:f3;-82;;4;2;Tue Apr 13 17:23:29 GMT+03:00 2021
912;4421;b8:a3:86:44:ae:a7;-83;mgts for sbrf;4;2;Tue Apr 13 17:23:29 GMT+03:00 2021
913;4422;5c:96:9d:67:ca:bd;-85;!wifipress;4;2;Tue Apr 13 17:23:29 GMT+03:00 2021
914;4423;e4:18:6b:5a:f1:84;-87;;4;2;Tue Apr 13 17:23:29 GMT+03:00 2021
915;4424;00:a6:ca:5e:67:00;-90;;4;2;Tue Apr 13 17:23:29 GMT+03:00 2021
916;4425;00:24:01:ad:14:8b;-91;Inet1200;4;2;Tue Apr 13 17:23:29 GMT+03:00 2021
917;4426;e4:18:6b:5a:f1:84;-60;;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
918;4427;58:ac:78:eb:e6:e2;-75;bmstu_staff;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
919;4428;58:ac:78:eb:e6:e0;-75;bmstu_student;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
920;4429;58:ac:78:eb:e6:e1;-75;bmstu_guest;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
921;4430;40:49:0f:60:fb:f2;-75;HP-Print-F2-LaserJet Pro MFP;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
922;4431;e4:18:6b:5a:f1:88;-75;;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
923;4432;9c:5c:8e:43:80:84;-76;ROOM_136.8;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
924;4433;50:ff:20:25:6b:bb;-76;;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
925;4434;50:ff:20:2f:b2:f0;-81;;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
926;4435;38:6b:1c:1d:f7:f3;-82;;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
927;4436;b8:a3:86:44:ae:a7;-83;mgts for sbrf;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
928;4437;52:ff:20:54:c3:c9;-83;foodcort;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
929;4438;bc:ee:7b:7a:61:60;-84;CHECHIHA-MT7-2;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
930;4439;58:ac:78:eb:e6:ee;-85;bmstu_guest;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
931;4440;5c:96:9d:67:ca:bd;-85;!wifipress;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
932;4441;c8:3a:35:49:5f:f8;-85;Fantastic_four;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
933;4442;58:ac:78:eb:e6:ef;-86;bmstu_student;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
934;4443;58:ac:78:eb:e6:ed;-86;bmstu_staff;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
935;4444;14:91:82:28:40:d6;-86;;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
936;4445;00:a6:ca:5f:3f:00;-88;;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
937;4446;52:ff:20:45:98:04;-88;;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
938;4447;12:3c:e3:84:de:f1;-89;Honor 9;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
939;4448;6a:14:01:26:20:8f;-89;DIRECT-8f-HP M252 LaserJet;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
940;4449;00:a6:ca:5e:67:00;-90;;3;2;Tue Apr 13 17:23:39 GMT+03:00 2021
941;4450;e4:18:6b:5a:f1:84;-60;;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
942;4451;e4:18:6b:5a:f1:88;-75;;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
943;4452;52:ff:20:94:c3:c9;-78;;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
944;4453;52:ff:20:54:c3:c9;-79;foodcort;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
945;4454;e4:18:6b:1f:21:2e;-79;;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
946;4455;50:ff:20:25:6b:bb;-80;;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
947;4456;bc:ee:7b:7a:61:60;-80;CHECHIHA-MT7-2;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
948;4457;58:ac:78:eb:e6:e0;-81;bmstu_student;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
949;4458;50:ff:20:2f:b2:f0;-81;;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
950;4459;58:ac:78:eb:e6:e2;-83;bmstu_staff;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
951;4460;58:ac:78:eb:e6:e1;-83;bmstu_guest;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
952;4461;58:ac:78:eb:e6:ee;-85;bmstu_guest;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
953;4462;58:ac:78:eb:e6:ef;-86;bmstu_student;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
954;4463;58:ac:78:eb:e6:ed;-86;bmstu_staff;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
955;4464;14:91:82:28:40:d6;-86;;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
956;4465;c8:3a:35:49:5f:f8;-86;Fantastic_four;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
957;4466;52:ff:20:2b:b2:f2;-86;;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
958;4467;52:ff:20:45:98:04;-88;;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
959;4468;00:a6:ca:5f:3f:00;-89;;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
960;4469;50:17:ff:df:89:91;-89;bmstu_staff;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
961;4470;50:ff:20:44:c3:c9;-90;foodcort;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
962;4471;12:3c:e3:84:de:f1;-91;Honor 9;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
963;4472;52:ff:20:44:c3:c9;-91;;3;2;Tue Apr 13 17:23:43 GMT+03:00 2021
964;4473;e4:18:6b:5a:f1:88;-64;;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
965;4474;50:ff:20:2f:b2:f0;-75;;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
966;4475;e4:18:6b:5a:f1:84;-77;;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
967;4476;52:ff:20:4f:b2:f0;-77;;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
968;4477;50:17:ff:df:89:90;-77;bmstu_lb;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
969;4478;52:ff:20:54:c3:c9;-79;foodcort;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
970;4479;52:ff:20:45:98:04;-79;;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
971;4480;e4:18:6b:1f:21:2e;-79;;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
972;4481;50:ff:20:25:6b:bb;-80;;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
973;4482;50:ff:20:25:98:04;-80;;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
974;4483;50:17:ff:df:89:91;-81;bmstu_staff;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
975;4484;52:ff:20:94:c3:c9;-82;;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
976;4485;58:ac:78:eb:e6:e1;-83;bmstu_guest;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
977;4486;c8:3a:35:49:5f:f8;-83;Fantastic_four;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
978;4487;bc:ee:7b:7a:61:60;-84;CHECHIHA-MT7-2;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
979;4488;52:ff:20:44:c3:c9;-85;;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
980;4489;52:ff:20:2b:b2:f2;-86;;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
981;4490;50:ff:20:44:c3:c9;-86;foodcort;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
982;4491;50:17:ff:df:89:99;-87;bmstu_guest;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
983;4492;58:ac:78:eb:e6:e0;-88;bmstu_student;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
984;4493;00:a6:ca:5f:3f:00;-89;;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
985;4494;12:3c:e3:84:de:f1;-89;Honor 9;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
986;4495;50:17:ff:df:89:9f;-90;bmstu_lb;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
987;4496;58:ac:78:eb:e6:e2;-91;bmstu_staff;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
988;4497;50:17:ff:df:89:9e;-91;bmstu_staff;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
989;4498;50:17:ff:df:89:96;-91;bmstu_guest;3;2;Tue Apr 13 17:23:49 GMT+03:00 2021
990;4499;e4:18:6b:5a:f1:88;-60;;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
991;4500;52:ff:20:54:c3:c9;-64;foodcort;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
992;4501;50:ff:20:25:6b:bb;-72;;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
993;4502;e4:18:6b:1f:21:2e;-73;;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
994;4503;50:ff:20:2f:b2:f0;-74;;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
995;4504;52:ff:20:45:98:04;-75;;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
996;4505;50:ff:20:25:98:04;-75;;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
997;4506;e4:18:6b:5a:f1:84;-77;;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
998;4507;50:17:ff:df:89:91;-77;bmstu_staff;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
999;4508;52:ff:20:4f:b2:f0;-77;;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
1000;4509;50:17:ff:df:89:90;-77;bmstu_lb;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
1001;4510;c8:3a:35:49:5f:f8;-79;Fantastic_four;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
1002;4511;50:17:ff:df:89:99;-79;bmstu_guest;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
1003;4512;12:3c:e3:84:de:f1;-81;Honor 9;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
1004;4513;52:ff:20:94:c3:c9;-82;;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
1005;4514;50:ff:20:44:c3:c9;-82;foodcort;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
1006;4515;bc:ee:7b:7a:61:60;-85;CHECHIHA-MT7-2;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
1007;4516;52:ff:20:44:c3:c9;-85;;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
1008;4517;52:ff:20:23:98:06;-86;;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
1009;4518;50:ff:20:25:6b:bd;-87;;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
1010;4519;58:ac:78:eb:e6:e0;-90;bmstu_student;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
1011;4520;14:91:82:28:40:d6;-90;;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
1012;4521;50:17:ff:df:89:9f;-91;bmstu_lb;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
1013;4522;50:17:ff:df:89:9e;-91;bmstu_staff;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
1014;4523;50:17:ff:df:89:96;-91;bmstu_guest;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
1015;4524;58:ac:78:eb:e6:e2;-93;bmstu_staff;3;2;Tue Apr 13 17:23:54 GMT+03:00 2021
1016;4525;e4:18:6b:5a:f1:88;-60;;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1017;4526;52:ff:20:54:c3:c9;-64;foodcort;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1018;4527;50:ff:20:25:6b:bb;-72;;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1019;4528;e4:18:6b:1f:21:2e;-73;;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1020;4529;50:ff:20:2f:b2:f0;-74;;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1021;4530;52:ff:20:45:98:04;-75;;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1022;4531;50:ff:20:25:98:04;-75;;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1023;4532;e4:18:6b:5a:f1:84;-77;;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1024;4533;50:17:ff:df:89:91;-77;bmstu_staff;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1025;4534;52:ff:20:4f:b2:f0;-77;;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1026;4535;50:17:ff:df:89:90;-77;bmstu_lb;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1027;4536;c8:3a:35:49:5f:f8;-79;Fantastic_four;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1028;4537;50:17:ff:df:89:99;-79;bmstu_guest;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1029;4538;12:3c:e3:84:de:f1;-81;Honor 9;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1030;4539;52:ff:20:94:c3:c9;-82;;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1031;4540;50:ff:20:44:c3:c9;-82;foodcort;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1032;4541;bc:ee:7b:7a:61:60;-85;CHECHIHA-MT7-2;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1033;4542;52:ff:20:44:c3:c9;-85;;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1034;4543;52:ff:20:23:98:06;-86;;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1035;4544;50:ff:20:25:6b:bd;-87;;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1036;4545;58:ac:78:eb:e6:e0;-90;bmstu_student;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1037;4546;14:91:82:28:40:d6;-90;;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1038;4547;50:17:ff:df:89:9f;-91;bmstu_lb;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1039;4548;50:17:ff:df:89:9e;-91;bmstu_staff;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1040;4549;50:17:ff:df:89:96;-91;bmstu_guest;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1041;4550;58:ac:78:eb:e6:e2;-93;bmstu_staff;3;2;Tue Apr 13 17:24:02 GMT+03:00 2021
1042;4551;50:ff:20:25:6b:bb;-64;;3;2;Tue Apr 13 17:24:07 GMT+03:00 2021
1043;4552;50:ff:20:2f:b2:f0;-67;;3;2;Tue Apr 13 17:24:07 GMT+03:00 2021
1044;4553;52:ff:20:94:c3:c9;-70;;3;2;Tue Apr 13 17:24:07 GMT+03:00 2021
1045;4554;e4:18:6b:5a:f1:88;-72;;3;2;Tue Apr 13 17:24:07 GMT+03:00 2021
1046;4555;52:ff:20:54:c3:c9;-72;foodcort;3;2;Tue Apr 13 17:24:07 GMT+03:00 2021
1047;4556;e4:18:6b:1f:21:2e;-72;;3;2;Tue Apr 13 17:24:07 GMT+03:00 2021
1048;4557;52:ff:20:4f:b2:f0;-73;;3;2;Tue Apr 13 17:24:07 GMT+03:00 2021
1049;4558;12:3c:e3:84:de:f1;-74;Honor 9;3;2;Tue Apr 13 17:24:07 GMT+03:00 2021
1050;4559;c8:3a:35:49:5f:f8;-76;Fantastic_four;3;2;Tue Apr 13 17:24:07 GMT+03:00 2021
1051;4560;50:ff:20:25:6b:bd;-79;;3;2;Tue Apr 13 17:24:07 GMT+03:00 2021
1052;4561;52:ff:20:23:98:06;-81;;3;2;Tue Apr 13 17:24:07 GMT+03:00 2021
1053;4562;50:ff:20:44:c3:c9;-84;foodcort;3;2;Tue Apr 13 17:24:07 GMT+03:00 2021
1054;4563;bc:ee:7b:7a:61:60;-87;CHECHIHA-MT7-2;3;2;Tue Apr 13 17:24:07 GMT+03:00 2021
1055;4564;6a:14:01:26:20:8f;-87;DIRECT-8f-HP M252 LaserJet;3;2;Tue Apr 13 17:24:07 GMT+03:00 2021
1056;4565;0e:15:d4:72:dc:a3;-90;HP03A114;3;2;Tue Apr 13 17:24:07 GMT+03:00 2021
1057;4566;52:ff:20:4f:b2:f0;-61;;3;2;Tue Apr 13 17:24:18 GMT+03:00 2021
1058;4567;50:ff:20:2f:b2:f0;-62;;3;2;Tue Apr 13 17:24:18 GMT+03:00 2021
1059;4568;50:ff:20:25:6b:bb;-64;;3;2;Tue Apr 13 17:24:18 GMT+03:00 2021
1060;4569;e4:18:6b:1f:21:2e;-72;;3;2;Tue Apr 13 17:24:18 GMT+03:00 2021
1061;4570;52:ff:20:2b:b2:f2;-72;;3;2;Tue Apr 13 17:24:18 GMT+03:00 2021
1062;4571;52:ff:20:54:c3:c9;-76;foodcort;3;2;Tue Apr 13 17:24:18 GMT+03:00 2021
1063;4572;c8:3a:35:49:5f:f8;-76;Fantastic_four;3;2;Tue Apr 13 17:24:18 GMT+03:00 2021
1064;4573;52:ff:20:94:c3:c9;-76;;3;2;Tue Apr 13 17:24:18 GMT+03:00 2021
1065;4574;bc:ee:7b:7a:61:60;-79;CHECHIHA-MT7-2;3;2;Tue Apr 13 17:24:18 GMT+03:00 2021
1066;4575;12:3c:e3:84:de:f1;-79;Honor 9;3;2;Tue Apr 13 17:24:18 GMT+03:00 2021
1067;4576;6a:14:01:26:20:8f;-83;DIRECT-8f-HP M252 LaserJet;3;2;Tue Apr 13 17:24:18 GMT+03:00 2021
1068;4577;50:ff:20:44:c3:c9;-84;foodcort;3;2;Tue Apr 13 17:24:18 GMT+03:00 2021
1069;4578;9c:d2:1e:b5:8b:25;-89;HP-Print-25-Color LaserJet MFP;3;2;Tue Apr 13 17:24:18 GMT+03:00 2021
1070;4579;52:ff:20:4f:b2:f0;-53;;3;2;Tue Apr 13 17:24:22 GMT+03:00 2021
1071;4580;50:ff:20:2f:b2:f0;-54;;3;2;Tue Apr 13 17:24:22 GMT+03:00 2021
1072;4581;52:ff:20:2b:b2:f2;-72;;3;2;Tue Apr 13 17:24:22 GMT+03:00 2021
1073;4582;52:ff:20:54:c3:c9;-76;foodcort;3;2;Tue Apr 13 17:24:22 GMT+03:00 2021
1074;4583;52:ff:20:94:c3:c9;-76;;3;2;Tue Apr 13 17:24:22 GMT+03:00 2021
1075;4584;12:3c:e3:84:de:f1;-79;Honor 9;3;2;Tue Apr 13 17:24:22 GMT+03:00 2021
1076;4585;bc:ee:7b:7a:61:60;-80;CHECHIHA-MT7-2;3;2;Tue Apr 13 17:24:22 GMT+03:00 2021
1077;4586;9c:d2:1e:b5:8b:25;-84;HP-Print-25-Color LaserJet MFP;3;2;Tue Apr 13 17:24:22 GMT+03:00 2021
1078;4587;6a:14:01:26:20:8f;-87;DIRECT-8f-HP M252 LaserJet;3;2;Tue Apr 13 17:24:22 GMT+03:00 2021
1079;4588;52:ff:20:4f:b2:f0;-53;;3;2;Tue Apr 13 17:24:28 GMT+03:00 2021
1080;4589;50:ff:20:2f:b2:f0;-54;;3;2;Tue Apr 13 17:24:28 GMT+03:00 2021
1081;4590;52:ff:20:2b:b2:f2;-72;;3;2;Tue Apr 13 17:24:28 GMT+03:00 2021
1082;4591;52:ff:20:54:c3:c9;-76;foodcort;3;2;Tue Apr 13 17:24:28 GMT+03:00 2021
1083;4592;52:ff:20:94:c3:c9;-76;;3;2;Tue Apr 13 17:24:28 GMT+03:00 2021
1084;4593;12:3c:e3:84:de:f1;-79;Honor 9;3;2;Tue Apr 13 17:24:28 GMT+03:00 2021
1085;4594;bc:ee:7b:7a:61:60;-80;CHECHIHA-MT7-2;3;2;Tue Apr 13 17:24:28 GMT+03:00 2021
1086;4595;9c:d2:1e:b5:8b:25;-84;HP-Print-25-Color LaserJet MFP;3;2;Tue Apr 13 17:24:28 GMT+03:00 2021
1087;4596;6a:14:01:26:20:8f;-87;DIRECT-8f-HP M252 LaserJet;3;2;Tue Apr 13 17:24:28 GMT+03:00 2021
1088;4597;50:ff:20:2f:b2:f0;-65;;3;2;Tue Apr 13 17:24:32 GMT+03:00 2021
1089;4598;52:ff:20:4f:b2:f0;-66;;3;2;Tue Apr 13 17:24:32 GMT+03:00 2021
1090;4599;6a:14:01:26:20:8f;-66;DIRECT-8f-HP M252 LaserJet;3;2;Tue Apr 13 17:24:32 GMT+03:00 2021
1091;4600;9c:d2:1e:b5:8b:25;-73;HP-Print-25-Color LaserJet MFP;3;2;Tue Apr 13 17:24:32 GMT+03:00 2021
1092;4601;52:ff:20:2b:b2:f2;-81;;3;2;Tue Apr 13 17:24:32 GMT+03:00 2021
1093;4602;bc:ee:7b:7a:61:60;-82;CHECHIHA-MT7-2;3;2;Tue Apr 13 17:24:32 GMT+03:00 2021
1094;4603;e4:18:6b:17:bb:2c;-82;;3;2;Tue Apr 13 17:24:32 GMT+03:00 2021
1095;4604;50:ff:20:25:6b:bb;-90;;3;2;Tue Apr 13 17:24:32 GMT+03:00 2021
1096;4605;e4:18:6b:1f:21:2e;-90;;3;2;Tue Apr 13 17:24:32 GMT+03:00 2021
1097;4606;84:16:f9:2f:84:66;-92;bmstu_5;3;2;Tue Apr 13 17:24:32 GMT+03:00 2021
1098;4607;6a:14:01:26:20:8f;-64;DIRECT-8f-HP M252 LaserJet;3;2;Tue Apr 13 17:24:42 GMT+03:00 2021
1099;4608;bc:ee:7b:7a:61:60;-65;CHECHIHA-MT7-2;3;2;Tue Apr 13 17:24:42 GMT+03:00 2021
1100;4609;52:ff:20:4f:b2:f0;-66;;3;2;Tue Apr 13 17:24:42 GMT+03:00 2021
1101;4610;9c:d2:1e:b5:8b:25;-72;HP-Print-25-Color LaserJet MFP;3;2;Tue Apr 13 17:24:42 GMT+03:00 2021
1102;4611;52:ff:20:2b:b2:f2;-81;;3;2;Tue Apr 13 17:24:42 GMT+03:00 2021
1103;4612;50:ff:20:2f:b2:f0;-86;;3;2;Tue Apr 13 17:24:42 GMT+03:00 2021
1104;4613;84:16:f9:2f:84:66;-88;bmstu_5;3;2;Tue Apr 13 17:24:42 GMT+03:00 2021
1105;4614;b8:a3:86:5c:f9:cb;-92;;3;2;Tue Apr 13 17:24:42 GMT+03:00 2021
1106;4615;e4:18:6b:17:bb:2c;-62;;3;2;Tue Apr 13 17:24:46 GMT+03:00 2021
1107;4616;bc:ee:7b:7a:61:60;-65;CHECHIHA-MT7-2;3;2;Tue Apr 13 17:24:46 GMT+03:00 2021
1108;4617;9c:d2:1e:b5:8b:25;-71;HP-Print-25-Color LaserJet MFP;3;2;Tue Apr 13 17:24:46 GMT+03:00 2021
1109;4618;6a:14:01:26:20:8f;-85;DIRECT-8f-HP M252 LaserJet;3;2;Tue Apr 13 17:24:46 GMT+03:00 2021
1110;4619;da:68:c3:42:58:f5;-85;AndroidAP18F5;3;2;Tue Apr 13 17:24:46 GMT+03:00 2021
1111;4620;50:ff:20:2f:b2:f0;-86;;3;2;Tue Apr 13 17:24:46 GMT+03:00 2021
1112;4621;84:16:f9:2f:84:66;-88;bmstu_5;3;2;Tue Apr 13 17:24:46 GMT+03:00 2021
1113;4622;b8:a3:86:5c:f9:cb;-92;;3;2;Tue Apr 13 17:24:46 GMT+03:00 2021
1114;4623;e4:18:6b:17:bb:2c;-62;;3;2;Tue Apr 13 17:24:56 GMT+03:00 2021
1115;4624;bc:ee:7b:7a:61:60;-73;CHECHIHA-MT7-2;3;2;Tue Apr 13 17:24:56 GMT+03:00 2021
1116;4625;da:68:c3:42:58:f5;-73;AndroidAP18F5;3;2;Tue Apr 13 17:24:56 GMT+03:00 2021
1117;4626;84:16:f9:2f:84:66;-75;bmstu_5;3;2;Tue Apr 13 17:24:56 GMT+03:00 2021
1118;4627;9c:d2:1e:b5:8b:25;-83;HP-Print-25-Color LaserJet MFP;3;2;Tue Apr 13 17:24:56 GMT+03:00 2021
1119;4628;b8:a3:86:5c:f9:cb;-84;;3;2;Tue Apr 13 17:24:56 GMT+03:00 2021
1120;4629;6a:14:01:26:20:8f;-88;DIRECT-8f-HP M252 LaserJet;3;2;Tue Apr 13 17:24:56 GMT+03:00 2021
1121;4630;bc:ee:7b:7a:61:64;-88;;3;2;Tue Apr 13 17:24:56 GMT+03:00 2021
1122;4631;50:ff:20:2f:b2:f0;-90;;3;2;Tue Apr 13 17:24:56 GMT+03:00 2021
1123;4632;da:68:c3:42:58:f5;-73;AndroidAP18F5;3;2;Tue Apr 13 17:25:02 GMT+03:00 2021
1124;4633;b8:a3:86:5c:f9:cb;-81;;3;2;Tue Apr 13 17:25:02 GMT+03:00 2021
1125;4634;04:bf:6d:98:93:94;-82;Android;3;2;Tue Apr 13 17:25:02 GMT+03:00 2021
1126;4635;bc:ee:7b:7a:61:60;-83;CHECHIHA-MT7-2;3;2;Tue Apr 13 17:25:02 GMT+03:00 2021
1127;4636;9c:d2:1e:b5:8b:25;-83;HP-Print-25-Color LaserJet MFP;3;2;Tue Apr 13 17:25:02 GMT+03:00 2021
1128;4637;84:16:f9:2f:84:66;-85;bmstu_5;3;2;Tue Apr 13 17:25:02 GMT+03:00 2021
1129;4638;bc:ee:7b:7a:61:64;-88;;3;2;Tue Apr 13 17:25:02 GMT+03:00 2021
1130;4639;50:ff:20:2f:b2:f0;-90;;3;2;Tue Apr 13 17:25:02 GMT+03:00 2021
1131;4640;e4:77:23:7a:81:8a;-69;SELF_WIFI;2;2;Tue Apr 13 17:25:16 GMT+03:00 2021
1132;4641;04:bf:6d:98:93:94;-78;Android;2;2;Tue Apr 13 17:25:16 GMT+03:00 2021
1133;4642;00:26:52:d8:82:10;-78;bmstu_lb;2;2;Tue Apr 13 17:25:16 GMT+03:00 2021
1134;4643;00:26:52:d8:82:19;-79;bmstu_guest;2;2;Tue Apr 13 17:25:16 GMT+03:00 2021
1135;4644;b8:a3:86:5c:f9:cb;-81;;2;2;Tue Apr 13 17:25:16 GMT+03:00 2021
